Bill Number,Title,Status,Synopsis,Cross-filed bill,File codes,Subjects
SB0758,"Condominiums and Homeowners Associations - Elections, Financial Statements, and Enforcement",Returned Passed,Establishing certain requirements for elections of the governing body of a condominium or homeowners association; requiring that the governing body of a condominium accommodate unit owner organizing activities relating to the governance of the condominium; prohibiting unit owners and lot owners from being charged for examining certain records of the condominium or homeowners association in a certain manner; etc.,HB1534,Real Property,Attorney General|Ballots -see also- Abs&MailInBallots; Abs&MailInVoting|Budgets -see also- Capital Budgets|Condominiums|Consumer Protection|Elections|Electronic Documents|Ethics|Fees -see also- Attys' Fees; Devt Fees & Taxes|Homeowners Associations|Property Managers|Records -see also- Land Records; Vital Records|Rules and Regulations
SB0764,State Designations - State Cocktail and State Mineral - Original Maryland Orange Crush and Chromite,Passed Enrolled,"Designating chromite, which reflects the nature of Maryland's rich mining history and vast mineral resources, as the State mineral.",HB0411,"State Government - Agencies, Offices, and Officials",Precious Metals and Stones|State Symbols
SB0765,Out-of-Home Placement Providers - Individuals Enrolled in Higher Education and Vocational Training Programs,Returned Passed,Authorizing an individual enrolled in an accredited institution of higher education or a residential vocational training program to return to an out-of-home placement provider with whom the individual was previously placed under certain circumstances; requiring an individual to make a request to a local department of social services within a certain time period to return to an out-of-home placement provider under certain circumstances; etc.,HB0809,Family Law|Children,"Apprentices|Foster Care|Higher Education -see also- Comm Colleges; Med Schools; etc.|Human Services, Department of|Job Training -see also- Continuing Ed; Vocational Rehab|Rules and Regulations|Social Services -see also- Public Benefits|Students|Time"
SB0767,Calvert County Sheriff - Deputy Sheriffs and Correctional Deputies - Collective Bargaining,Returned Passed,Providing that full-time deputy sheriffs and correctional deputies at the rank of major and below in the Calvert County Sheriff's Office have the right to organize and negotiate with the County Administrator of Calvert County and the Calvert County Sheriff with regard to certain wages and employee benefits in a certain manner.,,Courts and Court Personnel - Local,Arbitration -see also- Mediation|Calvert County|Collective Bargaining|Contracts -see also- Procurement|Correctional Officers|County Commissioners|Health Insurance -see also- ACA; HMOs; MCOs|Petitions|Salaries and Compensation -see also- Overtime; Reimb. Rates|Sheriffs|Unions|Voting -see also- Absentee and Mail-In Voting
SB0768,Correctional Officers' Retirement System - Membership - Clarifications,Returned Passed,"Clarifying the membership in the Correctional Officers' Retirement System for certain employees of certain Maryland Department of Health facilities; and clarifying that certain participating employees who are appointed, promoted, or transferred are members of the Correctional Officers' Retirement System as a condition of employment.",HB1029,State Government - Pensions and Retirement,"Correctional Officers|Health, Department of|Retirement -see also- Mandatory Retirement|Sunset|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
SB0773,Health Benefit Plans â Calculation of Cost Sharing Contribution â Requirements,Passed Enrolled,"Requiring administrators, carriers, and pharmacy benefits managers to include certain cost sharing amounts paid by or on behalf of an enrollee or a beneficiary when calculating the enrollee's or beneficiary's contribution to a cost sharing requirement for certain health care services; providing that the calculation requirement does not apply to enrollees in certain high-deductible health plans; requiring third parties that pay certain financial assistance to provide certain notification to an enrollee; etc.",,Health - Insurance,Consumer Protection|Drugs -see also- Cannabis; ControlDangSubst; Pharm; etc.|Health -see also- COVID19; EnvHlth; MedCon; etc.|Health Insurance -see also- ACA; HMOs; MCOs|Health Maintenance Organizations -see also- Manage Care Orgs|Insurance Administration|Medical Assistance|Nonprofit Organizations|Notices|Pharmacy Benefits Managers|Revenue and Taxes -see also- (specific tax)|Rules and Regulations|Sunset
SB0774,Property Tax - Payment in Lieu of Taxes Agreements - Broadband Service Providers,Returned Passed,"Authorizing the governing body of a county to enter into a payment in lieu of taxes agreement with a provider of broadband service located in the county for property located in the county and owned by the provider; requiring that an agreement for a negotiated payment in lieu of taxes specify the amount to be paid each year and exempt all or part of the providers real and personal property in the county from county property tax; and applying the Act to all taxable years beginning after June 30, 2025.",HB0969,Taxes - Property,"Assessments -see also- Property Tax|Assessments and Taxation, Department of|Contracts -see also- Procurement|Counties -see also- Chartered Counties; Code Counties; etc.|Exemptions|Internet Access|Property Tax|Rural Areas|State Aid -see also- Public Benefits|Tax Credits"
SB0775,Workgroup to Study Implementation of an Expanded 3-1-1 Nonemergency System,Approved by the Governor - Chapter 18,"Establishing the Workgroup to Study Implementation of an Expanded 3-1-1 Nonemergency System; requiring the Workgroup to review a certain study completed by the Department of Information Technology in order to establish a plan to implement the recommendations of the study; and requiring the Workgroup to report its findings and recommendations to the Governor and the General Assembly by November 1, 2025.",HB1027,Public Safety,"Administrative Agencies|Committees and Commissions|Emergency Management, Department of|Information Technology, Department of|Legislative Services, Department of|Reports|Studies -see also- Commitees & Commissions; Reports|Sunset|Telephones"
SB0776,Workgroup to Study the Rise in Adverse Decisions in the State Health Care System - Establishment,Passed Enrolled,"Establishing the Workgroup to Study the Rise in Adverse Decisions in the State Health Care System to review existing State adverse decision reporting requirements for all health payers in the State and make recommendations to improve State reporting on adverse decisions; and requiring the Workgroup to report its findings and recommendations on or before December 1, 2025.",HB0995,Health - Insurance|Health Care Facilities and Regulation,"Data -see also- Census; Demographics|Health -see also- COVID19; EnvHlth; MedCon; etc.|Reports|Standards and Best Practices|Studies -see also- Commitees & Commissions; Reports|Sunset|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
SB0784,Annual Corrective Bill,Returned Passed,Correcting certain errors or omissions in certain articles of the Annotated Code; clarifying language; correcting certain obsolete references; reorganizing certain sections of the Annotated Code; providing that the Act is not intended to affect any law other than to correct technical errors; and providing for the correction of certain errors and obsolete provisions by the publishers of the Annotated Code.,,State Government - General Assembly,Annotated Code of Maryland|Corrective Legislation|Emergency Bills
SB0785,Labor and Employment - Unpaid Parental Leave - Definition of Employer,Returned Passed,"Altering the definition of ""employer"" to exclude employers who are covered by the federal Family and Medical Leave Act for the current year from being required to provide to employees a certain unpaid parental leave benefit in the State.",HB1340,Private Sector Labor and Industry,"Federal Government|Leave|Parents and Guardians|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
SB0788,Baltimore City - Alcoholic Beverages - 43rd Alcoholic Beverages District - Class B-D-7 Licenses,Returned Passed,"Authorizing the Board of License Commissioners for Baltimore City to issue additional B-D-7 beer, wine, and liquor licenses in certain areas of the 43rd alcoholic beverages district of Baltimore City if the license applicant meets certain criteria; and extending to July 1, 2026, an alcoholic beverages license issued for a certain area for the purpose of renewal.",HB0346,Alcoholic Beverages - Local Bills,"Alcoholic Beverages Distribution|Alcoholic Beverages Licenses|Alcoholic Beverages - By Subdivision|Associations -see also- Cooperative Associations|Baltimore City|Boundaries|Contracts -see also- Procurement|Goods and Services -see also- Retail Sales; TermnSvc; TrfGds|License Commissioners, Boards of|Time"
